"page","col","y","n_words","text","drop_reason","doc_id"
35,1,13,5,"68 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
35,2,13,5,"National Artificial Intelligence Strategy 69","running_head","SGP_NAIS_2019"
35,2,746,16,"³ Average pendency times between first office action and final decision range between 9.2mths to 95.1mth.","footnote_small_type","SGP_NAIS_2019"
35,2,760,7,"Source: WIPO World Intellectual Property Indicators 2018","footnote_small_type","SGP_NAIS_2019"
36,1,13,5,"70 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
36,1,661,11,"Ms Sharmaine Wu, Director, Registries of Patents, Designs and Plant Varieties,","footnote_small_type","SGP_NAIS_2019"
36,1,675,13,"IPOS presents the patent grant certificate to Dr Benjamin Bai, Vice President and","footnote_small_type","SGP_NAIS_2019"
36,1,689,6,"Chief IP Counsel, Ant Financial, Alibaba.","footnote_small_type","SGP_NAIS_2019"
36,2,13,5,"National Artificial Intelligence Strategy 71","running_head","SGP_NAIS_2019"
37,1,13,5,"72 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
37,2,13,5,"National Artificial Intelligence Strategy 73","running_head","SGP_NAIS_2019"
37,2,710,15,"The MOU on AI cooperation was signed in July 2018 in the presence of Singapore’s","footnote_small_type","SGP_NAIS_2019"
37,2,724,13,"Minister for Trade and Industry Mr Chan Chun Sing, France’s Minister for Higher","footnote_small_type","SGP_NAIS_2019"
37,2,738,10,"Education, Research and Innovation Frédérique Vidal, Deputy Chief of Mission,","footnote_small_type","SGP_NAIS_2019"
37,2,752,15,"Embassy of Singapore in Paris Karen Ong, CEO of Inserm Yves Levy, CEO of INRIA","footnote_small_type","SGP_NAIS_2019"
37,2,766,8,"Bruno Sportisse and CEO of CNRS Antoine Petit.","footnote_small_type","SGP_NAIS_2019"
38,1,13,10,"74 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 75","running_head","SGP_NAIS_2019"
38,1,254,1,"5","sparse_page","SGP_NAIS_2019"
38,1,321,1,"WORKING","sparse_page","SGP_NAIS_2019"
38,1,371,1,"TOGETHER","sparse_page","SGP_NAIS_2019"
39,1,13,5,"76 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
39,2,13,5,"National Artificial Intelligence Strategy 77","running_head","SGP_NAIS_2019"
40,1,13,10,"78 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 79","running_head","SGP_NAIS_2019"
40,1,254,1,"6","sparse_page","SGP_NAIS_2019"
40,1,321,2,"WHAT THE","sparse_page","SGP_NAIS_2019"
40,1,371,2,"EXPERTS SAY","sparse_page","SGP_NAIS_2019"
41,1,13,5,"80 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
41,1,107,4,"WHAT THE EXPERTS SAY","excluded_section","SGP_NAIS_2019"
41,1,171,3,"Mr Andreas Ebert","excluded_section","SGP_NAIS_2019"
41,1,193,6,"Worldwide National Technology Officer, Microsoft Corporation","excluded_section","SGP_NAIS_2019"
41,1,229,16,"With computers capable of understanding humans for the first time, the world is at an inflection","excluded_section","SGP_NAIS_2019"
41,1,247,12,"point − with implications extending beyond technology into economy and national development.","excluded_section","SGP_NAIS_2019"
41,1,265,15,"Already a global thought leader on AI ethics and governance, the publication of the National","excluded_section","SGP_NAIS_2019"
41,1,283,17,"AI Strategy is evidence that Singapore is taking a holistic and inclusive approach on how the nation","excluded_section","SGP_NAIS_2019"
41,1,301,17,"can be a fast adopter of best-in-class technology that is empowered by a focus on building national","excluded_section","SGP_NAIS_2019"
41,1,319,14,"capabilities. When you underpin all of these with trust, through Singapore’s Trusted Data Sharing","excluded_section","SGP_NAIS_2019"
41,1,337,12,"Framework and international digital economy agreements, this geographically little island nation is","excluded_section","SGP_NAIS_2019"
41,1,355,16,"excellently positioned to play a leading role in facilitating cross border data flows that will realize","excluded_section","SGP_NAIS_2019"
41,1,373,14,"AI applications and services to improve people’s lives and local businesses. Microsoft is committed","excluded_section","SGP_NAIS_2019"
41,1,391,17,"to the success of Singapore’s AI and data journey, and we look forward to contributing to the","excluded_section","SGP_NAIS_2019"
41,1,409,4,"implementation of the Strategy.","excluded_section","SGP_NAIS_2019"
41,1,441,3,"Dr Andrew Ng","excluded_section","SGP_NAIS_2019"
41,1,463,5,"CEO and Founder, Landing AI","excluded_section","SGP_NAIS_2019"
41,1,499,17,"The world has caught on to the power of artificial intelligence, but we have still barely scratched","excluded_section","SGP_NAIS_2019"
41,1,517,18,"the surface. To move the world forward, we will need millions more AI engineers. We also need to","excluded_section","SGP_NAIS_2019"
41,1,535,14,"educate our leaders across government, businesses and academia so they can build AI solutions","excluded_section","SGP_NAIS_2019"
41,1,553,7,"that bring positive change to their communities.","excluded_section","SGP_NAIS_2019"
41,1,589,14,"Having grown up in Singapore, I’ve seen firsthand its excellent educational system, which gives","excluded_section","SGP_NAIS_2019"
41,1,607,16,"students a strong foundation in math and science, as well as its international connections and ability","excluded_section","SGP_NAIS_2019"
41,1,625,17,"to attract ideas and talent from around the world. Singapore already has a strong foundation on top","excluded_section","SGP_NAIS_2019"
41,1,643,14,"of which to build AI. The National Artificial Intelligence Strategy outlines several important, actionable","excluded_section","SGP_NAIS_2019"
41,1,661,8,"steps that build on these strengths. These include:","excluded_section","SGP_NAIS_2019"
41,1,696,12,"• Thoughtful regulations. Singapore has an opportunity to enact thoughtful regulations that","excluded_section","SGP_NAIS_2019"
41,1,715,11,"allow for innovation and experimentation while protecting citizens’ safety. Sound regulations","excluded_section","SGP_NAIS_2019"
41,1,733,12,"empower Singaporean AI engineers to work on cutting-edge problems that can immediately","excluded_section","SGP_NAIS_2019"
41,1,751,3,"benefit their community.","excluded_section","SGP_NAIS_2019"
41,2,13,5,"National Artificial Intelligence Strategy 81","running_head","SGP_NAIS_2019"
41,2,111,13,"• Human-centric approach. Singapore is simultaneously training talent to work on major technological","excluded_section","SGP_NAIS_2019"
41,2,129,11,"developments and investing resources in retraining and education programs. Building social","excluded_section","SGP_NAIS_2019"
41,2,147,14,"programs and technology in parallel, Singapore can prepare its citizens for changes and transitions","excluded_section","SGP_NAIS_2019"
41,2,165,4,"in an AI-powered future.","excluded_section","SGP_NAIS_2019"
41,2,201,14,"• Sectoral transformation. Singapore’s AI Strategy focuses on several use cases that can immediately","excluded_section","SGP_NAIS_2019"
41,2,219,12,"benefit the nation. These use cases − spanning healthcare, manufacturing, logistics, security,","excluded_section","SGP_NAIS_2019"
41,2,237,13,"education and more − will merge Singapore’s engineering talent together with real companies","excluded_section","SGP_NAIS_2019"
41,2,255,8,"in order to develop more impactful real-world solutions.","excluded_section","SGP_NAIS_2019"
41,2,291,15,"Silicon Valley and Beijing have been global leaders in AI research and developing AI-first startups.","excluded_section","SGP_NAIS_2019"
41,2,309,14,"But Singapore’s vision lies in becoming a leader in developing and deploying scalable, impactful","excluded_section","SGP_NAIS_2019"
41,2,327,17,"AI solutions in key sectors by 2030. I commend Singapore for leading the way in globalizing and","excluded_section","SGP_NAIS_2019"
41,2,345,7,"democratizing the next wave of artificial intelligence.","excluded_section","SGP_NAIS_2019"
41,2,381,16,"Singapore has all the pieces needed to become a regional AI hub. To everyone working on","excluded_section","SGP_NAIS_2019"
41,2,399,7,"building this vision, I say: Majulah Singapura!","excluded_section","SGP_NAIS_2019"
41,2,431,4,"Professor Ho Teck Hua","excluded_section","SGP_NAIS_2019"
41,2,453,4,"Executive Chairman, AI Singapore","excluded_section","SGP_NAIS_2019"
41,2,471,11,"Senior Deputy President and Provost, and Tan Chin Tuan Centennial Professor,","excluded_section","SGP_NAIS_2019"
41,2,489,4,"National University of Singapore","excluded_section","SGP_NAIS_2019"
41,2,525,12,"The Singapore government has always been deliberate in envisioning, planning, and executing","excluded_section","SGP_NAIS_2019"
41,2,543,4,"its Smart Nation initiatives.","excluded_section","SGP_NAIS_2019"
41,2,579,16,"The National Artificial Intelligence Strategy (NAIS) maps out a bold and concrete plan to develop and","excluded_section","SGP_NAIS_2019"
41,2,597,15,"deploy digital and AI technologies across economic sectors. The NAIS identifies powerful use cases that","excluded_section","SGP_NAIS_2019"
41,2,615,18,"have the potential to transform industry and improve the lives of people in Singapore. AI has the power","excluded_section","SGP_NAIS_2019"
41,2,633,16,"to amplify human potential and multiply our productivity. It will create many new and exciting jobs","excluded_section","SGP_NAIS_2019"
41,2,651,8,"and power the growth of our digital economy.","excluded_section","SGP_NAIS_2019"
41,2,687,18,"AI Singapore is excited to be a key implementer of the NAIS. We will champion deep research and","excluded_section","SGP_NAIS_2019"
41,2,705,15,"technology translation, accelerate AI adoption by industry, and develop a strong pipeline of AI talent.","excluded_section","SGP_NAIS_2019"
41,2,723,18,"We will help to build a strong and vibrant AI Ecosystem, to attract global AI talent and companies,","excluded_section","SGP_NAIS_2019"
41,2,741,9,"and to make Singapore a leading hub for AI.","excluded_section","SGP_NAIS_2019"
42,1,13,5,"82 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
42,1,110,4,"Professor Isaac Ben Israel","excluded_section","SGP_NAIS_2019"
42,1,132,4,"Chairman, Israel Space Agency","excluded_section","SGP_NAIS_2019"
42,1,150,7,"Director, Blavatnik Cyber Research Centre, Tel-Aviv University","excluded_section","SGP_NAIS_2019"
42,1,168,7,"Co-chair, Israel National Task Force for AI","excluded_section","SGP_NAIS_2019"
42,1,204,15,"The dominant technology of our century is computer technology, and its latest application is AI.","excluded_section","SGP_NAIS_2019"
42,1,240,15,"AI is impacting nearly every facet of our lives, with machine learning becoming more capable","excluded_section","SGP_NAIS_2019"
42,1,258,15,"and improving efficiencies in daily life. Thus, understanding and developing AI is key for the","excluded_section","SGP_NAIS_2019"
42,1,276,4,"future of our world.","excluded_section","SGP_NAIS_2019"
42,1,312,17,"Singapore has all the ingredients to be, within a decade or so, a world leader in this","excluded_section","SGP_NAIS_2019"
42,1,330,2,"emerging technology.","excluded_section","SGP_NAIS_2019"
42,1,366,13,"Actually, Singapore has some relative advantages that promise an excellent start: educated people","excluded_section","SGP_NAIS_2019"
42,1,384,11,"and highly developed education system, knowledge based economy and effective government.","excluded_section","SGP_NAIS_2019"
42,1,420,14,"With the right strategy, AI can transform national-level planning and significantly raise the quality","excluded_section","SGP_NAIS_2019"
42,1,438,14,"of public goods like transport, education and healthcare, raise productivity, and enable the creation","excluded_section","SGP_NAIS_2019"
42,1,456,14,"of valuable products and solutions for the Singapore market and beyond, and overall improving","excluded_section","SGP_NAIS_2019"
42,1,474,5,"significantly the lives of Singaporeans.","excluded_section","SGP_NAIS_2019"
42,1,510,16,"Altogether, Singapore took today a huge step ahead, leading the way to a more efficient future.","excluded_section","SGP_NAIS_2019"
42,1,542,4,"Mr Jean Francois Gagné","excluded_section","SGP_NAIS_2019"
42,1,564,5,"Co-Founder and CEO, Element AI","excluded_section","SGP_NAIS_2019"
42,1,600,21,"The pace of change in the field of AI is dramatic and being an inspiring leader is the only way to","excluded_section","SGP_NAIS_2019"
42,1,618,15,"unlock transformative value for society. Singapore is becoming a leader in AI, with its increased","excluded_section","SGP_NAIS_2019"
42,1,636,14,"focus and investments across its burgeoning AI ecosystem which is supported by its sound","excluded_section","SGP_NAIS_2019"
42,1,654,4,"governance and regulatory frameworks.","excluded_section","SGP_NAIS_2019"
42,1,690,17,"The National AI Strategy (NAIS) is an ideal starting point from which the public and private sectors","excluded_section","SGP_NAIS_2019"
42,1,708,15,"can rally behind key national initiatives and ensure that AI initiatives improve the lives of","excluded_section","SGP_NAIS_2019"
42,1,726,14,"Singaporeans. Element AI is a strong advocate of using human-centric principles that are ethical,","excluded_section","SGP_NAIS_2019"
42,1,744,11,"transparent and trustworthy for the design, deployment and adoption of AI.","excluded_section","SGP_NAIS_2019"
42,2,13,5,"National Artificial Intelligence Strategy 83","running_head","SGP_NAIS_2019"
42,2,111,16,"Element AI is strongly committed to partnering with Singapore in its mandate to develop a nation","excluded_section","SGP_NAIS_2019"
42,2,129,15,"driven by innovation between government, academia and industry. Our role as a member of this","excluded_section","SGP_NAIS_2019"
42,2,147,14,"ecosystem is to bring world-class research and technology to ensure the NAIS delivers sustainable","excluded_section","SGP_NAIS_2019"
42,2,165,15,"growth and positive impact from AI, both at a national level and across the region.","excluded_section","SGP_NAIS_2019"
42,2,197,3,"Mr Jeff Zhang","excluded_section","SGP_NAIS_2019"
42,2,219,5,"Chief Technology Officer, Alibaba Group","excluded_section","SGP_NAIS_2019"
42,2,237,4,"President, Alibaba Cloud Intelligence","excluded_section","SGP_NAIS_2019"
42,2,273,16,"The launch of the National AI Strategy further affirms our decision to work closely with Singapore","excluded_section","SGP_NAIS_2019"
42,2,291,14,"to build its digital economy. Singapore has consistently demonstrated its foresight and tenacity to","excluded_section","SGP_NAIS_2019"
42,2,309,14,"fulfil the nation’s objectives, as demonstrated in its strong talent base and world-leading research","excluded_section","SGP_NAIS_2019"
42,2,327,16,"institutions. This is what first drew us to set up Alibaba Cloud’s international headquarters and Alibaba","excluded_section","SGP_NAIS_2019"
42,2,345,13,"Cloud’s first overseas research institute in Singapore. We have subsequently embarked on partnerships","excluded_section","SGP_NAIS_2019"
42,2,363,14,"with A*STAR, the National University of Singapore and the Nanyang Technological University to expand","excluded_section","SGP_NAIS_2019"
42,2,381,12,"AI ecosystems across advanced manufacturing, fintech, retail, tourism and smart city management","excluded_section","SGP_NAIS_2019"
42,2,399,17,"under the Smart Nation initiative. With the launch of the National AI Strategy, Singapore is well placed","excluded_section","SGP_NAIS_2019"
42,2,417,15,"to harness the transformative potential of AI and data intelligence to empower industry across sectors.","excluded_section","SGP_NAIS_2019"
42,2,449,3,"Dr Richard Socher","excluded_section","SGP_NAIS_2019"
42,2,471,3,"Chief Scientist, Salesforce","excluded_section","SGP_NAIS_2019"
42,2,507,17,"Singapore is a regional and global leader when it comes to AI. Singapore’s National AI Strategy (NAIS)","excluded_section","SGP_NAIS_2019"
42,2,525,14,"will help propel Singapore to continue to harness AI effectively and develop these skills","excluded_section","SGP_NAIS_2019"
42,2,543,3,"and capabilities locally.","excluded_section","SGP_NAIS_2019"
42,2,579,16,"This is evidenced in Salesforce’s Research Asia hub in Singapore, our first outside the United State","excluded_section","SGP_NAIS_2019"
42,2,597,16,"to develop AI talent and the AI ecosystem. A deliberate decision, based on Singapore’s AI focus","excluded_section","SGP_NAIS_2019"
42,2,615,2,"and capability.","excluded_section","SGP_NAIS_2019"
42,2,651,14,"I congratulate the Government of Singapore on the NAIS, a forward-looking vision to steer","excluded_section","SGP_NAIS_2019"
42,2,669,6,"Singapore to the forefront of AI.","excluded_section","SGP_NAIS_2019"
43,1,13,5,"84 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
43,1,110,3,"Professor Tang Xiao’ou","excluded_section","SGP_NAIS_2019"
43,1,132,2,"Founder, SenseTime","excluded_section","SGP_NAIS_2019"
43,1,150,6,"Professor, Chinese University of Hong Kong","excluded_section","SGP_NAIS_2019"
43,1,186,15,"The National AI Strategy (NAIS) is the turnkey to drive whole-of-nation AI innovation and adoption,","excluded_section","SGP_NAIS_2019"
43,1,204,15,"and to build long-term industry trust through responsible AI governance in Singapore. It is an","excluded_section","SGP_NAIS_2019"
43,1,222,14,"ambitious plan that will position Singapore as a leading AI hub in the region.","excluded_section","SGP_NAIS_2019"
43,1,258,13,"The NAIS will further empower SenseTime, an AI technology platform company, to establish","excluded_section","SGP_NAIS_2019"
43,1,276,18,"our Singapore base as a living lab to test and scale innovative AI solutions for the global stage,","excluded_section","SGP_NAIS_2019"
43,1,294,5,"and to facilitate international collaboration.","excluded_section","SGP_NAIS_2019"
43,1,330,14,"We are confident in further contributing to Singapore’s AI ecosystem and the empowerment of","excluded_section","SGP_NAIS_2019"
43,1,348,12,"Singapore’s various strategic industries. The NAIS’ concrete talent development plan, in particular,","excluded_section","SGP_NAIS_2019"
43,1,366,15,"aligns with our commitment to harness the local talent pool to strengthen our core capabilities","excluded_section","SGP_NAIS_2019"
43,1,384,4,"in Singapore and beyond.","excluded_section","SGP_NAIS_2019"
43,1,416,3,"V.K. Rajah, SC","excluded_section","SGP_NAIS_2019"
43,1,438,11,"Chairman, Advisory Council on the Ethical Use of AI and Data","excluded_section","SGP_NAIS_2019"
43,1,474,19,"The launch of the National AI Strategy is timely. In the near future, AI is likely to pervasively affect","excluded_section","SGP_NAIS_2019"
43,1,492,21,"and influence all aspects of our lives in many ways. As a society, we must be alive to its benefits and","excluded_section","SGP_NAIS_2019"
43,1,510,16,"potential pitfalls. Trust is crucial to the adoption of AI, and building trust is a multi-stakeholder","excluded_section","SGP_NAIS_2019"
43,1,528,7,"effort involving public, private and people sectors.","excluded_section","SGP_NAIS_2019"
43,1,564,13,"Singapore has shown thought leadership in developing a human-centric approach to AI governance","excluded_section","SGP_NAIS_2019"
43,1,582,14,"that balances the need for innovation and consumer protection. Our voluntary Model AI Governance","excluded_section","SGP_NAIS_2019"
43,1,600,14,"Framework was the first national framework in Asia that provides practical guidance to organisations","excluded_section","SGP_NAIS_2019"
43,1,618,19,"on how to implement AI responsibly. This is just the start of a never ending journey. We need to","excluded_section","SGP_NAIS_2019"
43,1,636,16,"continue to identify and address the ethical concerns that AI brings. The Advisory Council on the","excluded_section","SGP_NAIS_2019"
43,1,654,16,"Ethical Use of AI and Data fully supports this national effort to create an enabling environment","excluded_section","SGP_NAIS_2019"
43,1,672,5,"for our businesses and citizens.","excluded_section","SGP_NAIS_2019"
43,2,13,5,"National Artificial Intelligence Strategy 85","running_head","SGP_NAIS_2019"
43,2,110,3,"Dr Yan Shuicheng","excluded_section","SGP_NAIS_2019"
43,2,132,5,"Chief Technology Officer, Yitu Tech","excluded_section","SGP_NAIS_2019"
43,2,168,13,"In the past decade, Singapore’s AI researchers have made fruitful contributions to fundamental","excluded_section","SGP_NAIS_2019"
43,2,186,13,"AI research. Their accomplishments have been recognised by the international AI research community,","excluded_section","SGP_NAIS_2019"
43,2,204,15,"with frequent awards in flagship AI competitions and many high-impact AI publications. Now, it is","excluded_section","SGP_NAIS_2019"
43,2,222,18,"time for us to take a step forward and consider how to transform these AI research capabilities into","excluded_section","SGP_NAIS_2019"
43,2,240,16,"actual impact and value for our society and economy. To realise such a transformation, building an","excluded_section","SGP_NAIS_2019"
43,2,258,17,"AI ecosystem is very crucial, as is identifying the proper business scenarios that would benefit from AI.","excluded_section","SGP_NAIS_2019"
43,2,276,17,"The 5 national AI projects and 5 ecosystem enablers proposed in the National AI Strategy (NAIS) will","excluded_section","SGP_NAIS_2019"
43,2,294,7,"generate great momentum for the transformation process.","excluded_section","SGP_NAIS_2019"
43,2,330,17,"Beyond nurturing AI talents, how to attract and anchor these AI talents is an even bigger challenge.","excluded_section","SGP_NAIS_2019"
43,2,348,19,"It is believed that the best way to do so is to incubate more fast-growing local startups. When more","excluded_section","SGP_NAIS_2019"
43,2,366,14,"Singapore-based startups are internationally recognised, even more AI talents would be willing to join","excluded_section","SGP_NAIS_2019"
43,2,384,16,"them and relocate to work in Singapore, thus gradually forming a strong and healthy talent community.","excluded_section","SGP_NAIS_2019"
43,2,402,13,"The NAIS provides great opportunities for incubating fast-growing local startups through offering help","excluded_section","SGP_NAIS_2019"
43,2,420,13,"in building the different key AI ecosystem enablers, including talents, data, business scenarios,","excluded_section","SGP_NAIS_2019"
43,2,438,15,"and global collaborations. I am excited by the opportunities ahead and am confident that Singapore","excluded_section","SGP_NAIS_2019"
43,2,456,7,"will be a leading player in AI.","excluded_section","SGP_NAIS_2019"
44,1,13,5,"86 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
44,1,110,4,"BROUGHT TO YOU BY","sparse_page","SGP_NAIS_2019"
44,1,263,2,"PARTNERING AGENCIES","sparse_page","SGP_NAIS_2019"
45,1,111,3,"Published November 2019","excluded_section","SGP_NAIS_2019"
45,1,200,11,"Copyright © 2019 by Smart Nation Digital Government Office. Not to","excluded_section","SGP_NAIS_2019"
45,1,212,10,"be reproduced unless with explicit consent from Smart Nation Digital","excluded_section","SGP_NAIS_2019"
45,1,224,7,"Government Office. First released in November 2019.","excluded_section","SGP_NAIS_2019"
45,1,248,11,"All rights reserved. No part of this publication may be reproduced,","excluded_section","SGP_NAIS_2019"
45,1,260,14,"stored in a retrieval system or transmitted, in any form or by any means,","excluded_section","SGP_NAIS_2019"
45,1,272,8,"electronic, mechanical, photocopying, recording or otherwise, without the","excluded_section","SGP_NAIS_2019"
45,1,284,7,"prior written permission of the copyright owner.","excluded_section","SGP_NAIS_2019"
1,1,215,5,"AI for the Public Good","sparse_page","SGP_NAIS2_2023"
1,1,254,5,"For Singapore and the World","sparse_page","SGP_NAIS2_2023"
2,1,793,6,"Cover image generated by Adobe Firefly","sparse_page","SGP_NAIS2_2023"
3,1,32,3,"CONTENTS | 1","toc_page","SGP_NAIS2_2023"
3,1,81,1,"Contents","toc_page","SGP_NAIS2_2023"
3,1,167,2,"03 Foreword","toc_page","SGP_NAIS2_2023"
3,1,221,2,"05 Introduction","toc_page","SGP_NAIS2_2023"
3,1,275,5,"13 National AI Strategy 2.0","toc_page","SGP_NAIS2_2023"
3,1,309,6,"Our Vision and Goals Our Plan","toc_page","SGP_NAIS2_2023"
3,1,369,5,"17 SYSTEM Activity 1 Drivers","toc_page","SGP_NAIS2_2023"
3,1,408,3,"Industry Government Research","toc_page","SGP_NAIS2_2023"
3,1,468,6,"33 SYSTEM People 2 & Communities","toc_page","SGP_NAIS2_2023"
3,1,507,3,"Talent Capabilities Placemaking","toc_page","SGP_NAIS2_2023"
3,1,567,6,"47 SYSTEM Infrastructure 3 & Environment","toc_page","SGP_NAIS2_2023"
3,1,606,4,"Compute Data Trusted Environment","toc_page","SGP_NAIS2_2023"
3,1,633,5,"Leader in Thought and Action","toc_page","SGP_NAIS2_2023"
3,1,680,4,"65 A Whole-of-Nation Movement","toc_page","SGP_NAIS2_2023"
5,1,32,3,"FOREWORD | 3","excluded_section","SGP_NAIS2_2023"
5,1,81,1,"Foreword","excluded_section","SGP_NAIS2_2023"
5,1,175,9,"2023 is a landmark year for Artificial Intelligence (AI).","excluded_section","SGP_NAIS2_2023"
5,1,215,13,"Recent advances, especially in Generative AI, have opened doors to new possibilities. The","excluded_section","SGP_NAIS2_2023"
5,1,235,15,"most powerful AI models provide human-like intelligence, or a close proxy of it, to do","excluded_section","SGP_NAIS2_2023"
5,1,255,7,"anything from clinical diagnoses to self-driving cars.","excluded_section","SGP_NAIS2_2023"
5,1,295,11,"These advances have also precipitated many important conversations – about the","excluded_section","SGP_NAIS2_2023"
5,1,315,14,"potential of AI, its harms, and even on what it means to be human.","excluded_section","SGP_NAIS2_2023"
5,1,355,13,"Singapore believes in the transformative potential of AI. Our second National AI Strategy,","excluded_section","SGP_NAIS2_2023"
5,1,375,15,"or NAIS 2.0, represents Singapore’s commitment to realise the benefits of AI, and to create","excluded_section","SGP_NAIS2_2023"
5,1,395,15,"exciting new opportunities. It outlines our vision for Singapore to be a place where AI","excluded_section","SGP_NAIS2_2023"
5,1,415,17,"serves as a force for good, and where we harness AI to uplift and empower our people","excluded_section","SGP_NAIS2_2023"
5,1,435,2,"and businesses.","excluded_section","SGP_NAIS2_2023"
5,1,475,17,"Singapore may be a small island state, but we have big dreams and plans. We will participate","excluded_section","SGP_NAIS2_2023"
5,1,495,16,"fully in AI research and deployment, to do things that were not possible before, and bring","excluded_section","SGP_NAIS2_2023"
5,1,515,15,"benefits to ourselves and others outside Singapore. Hence, our vision for NAIS 2.0 is to","excluded_section","SGP_NAIS2_2023"
5,1,535,11,"achieve AI for the Public Good, for Singapore and the World.","excluded_section","SGP_NAIS2_2023"
5,1,575,18,"This report spells out how we will achieve our vision. It sets out our plans to build a","excluded_section","SGP_NAIS2_2023"
5,1,595,13,"thriving AI ecosystem; develop our workforce to take on new opportunities; provide enough","excluded_section","SGP_NAIS2_2023"
5,1,615,12,"infrastructural capacity to achieve our ambitions; and foster a trusted environment that","excluded_section","SGP_NAIS2_2023"
5,1,635,5,"protects users and facilitates innovation.","excluded_section","SGP_NAIS2_2023"
5,1,675,17,"In the end, our plans are only as good as our collective ability to implement them. That’s","excluded_section","SGP_NAIS2_2023"
5,1,695,16,"why we welcome all stakeholders and partners to join us in this shared endeavour. Let us","excluded_section","SGP_NAIS2_2023"
5,1,715,12,"work together to realise the full potential of AI in our lives.","excluded_section","SGP_NAIS2_2023"
5,1,760,2,"LAWRENCE WONG","excluded_section","SGP_NAIS2_2023"
5,1,780,7,"Deputy Prime Minister & Minister for Finance","excluded_section","SGP_NAIS2_2023"
7,1,32,3,"INTRODUCTION | 5","excluded_section","SGP_NAIS2_2023"
7,1,690,15,"1 AI refers to a set of capabilities through which computer systems can demonstrate human-","footnote_small_type","SGP_NAIS2_2023"
7,1,704,14,"like behaviour and complete tasks which typically require human intelligence. It is considered a","footnote_small_type","SGP_NAIS2_2023"
7,1,718,16,"general-purpose technology which can be applied across a wide range of sectors. Some of its varied","footnote_small_type","SGP_NAIS2_2023"
7,1,732,10,"applications include advanced web search, recommendation and decision systems, advanced","footnote_small_type","SGP_NAIS2_2023"
7,1,746,10,"problem-solving, understanding speech and natural language, perception (for applications like","footnote_small_type","SGP_NAIS2_2023"
7,1,760,12,"facial recognition, image labelling, or autonomous vehicles), and Generative AI tools (including","footnote_small_type","SGP_NAIS2_2023"
7,1,774,14,"Large Language Models) that can produce various types of content, including text, images, audio,","footnote_small_type","SGP_NAIS2_2023"
7,1,790,3,"and synthetic data.","footnote_small_type","SGP_NAIS2_2023"
10,1,154,13,"ranking among the top 10 in the world by several international metrics. 2","toc_line","SGP_NAIS2_2023"
10,1,760,17,"2 For instance, Singapore ranks 1st in per capita terms in the Stanford Global AI Vibrancy Index","footnote_small_type","SGP_NAIS2_2023"
10,1,774,17,"(2021); 2nd in the Oxford Insights Government AI Index (2021); and 3rd in the Tortoise Media Global","footnote_small_type","SGP_NAIS2_2023"
10,1,790,3,"AI Index (2022).","footnote_small_type","SGP_NAIS2_2023"
17,1,32,6,"NATIONAL AI STRATEGY 2.0 | 15","sparse_page","SGP_NAIS2_2023"
19,1,32,6,"SYSTEM 1: ACTIVITY DRIVERS | 17","running_head","SGP_NAIS2_2023"
19,1,754,7,"Mrs. Josephine Teo, Minister for Communications and","footnote_small_type","SGP_NAIS2_2023"
19,1,766,10,"Information, at the launch event for the AI Trailblazers initiative","footnote_small_type","SGP_NAIS2_2023"
19,1,778,6,"at the Google Asia Pacific campus.","footnote_small_type","SGP_NAIS2_2023"
20,1,32,6,"18 | SYSTEM 1: ACTIVITY DRIVERS","running_head","SGP_NAIS2_2023"
20,1,747,14,"3 Reasoning AI improves AI systems’ ability to understand logical and physical concepts, and","footnote_small_type","SGP_NAIS2_2023"
20,1,761,14,"explain their output; Resource-efficient AI can help reduce AI’s growing reliance on data and","footnote_small_type","SGP_NAIS2_2023"
20,1,775,15,"compute, while still ensuring performance gains; Responsible AI is critical to mitigate the risks of","footnote_small_type","SGP_NAIS2_2023"
20,1,791,10,"AI and ensure that AI is trustworthy, safe, and secure.","footnote_small_type","SGP_NAIS2_2023"
21,1,32,6,"SYSTEM 1: ACTIVITY DRIVERS | 19","running_head","SGP_NAIS2_2023"
21,1,654,15,"* E.g. customer relationship management, finance, human resources, legal, sales and marketing, and supply chain.","sparse_page","SGP_NAIS2_2023"
22,1,32,6,"20 | SYSTEM 1: ACTIVITY DRIVERS","running_head","SGP_NAIS2_2023"
23,1,32,6,"SYSTEM 1: ACTIVITY DRIVERS | 21","running_head","SGP_NAIS2_2023"
23,1,760,15,"4 Industry Champions refer to enterprise leaders that can form lead demand for AI solutions,","footnote_small_type","SGP_NAIS2_2023"
23,1,774,13,"boost their sector’s competitiveness, uplift the capabilities of their supply chains, and generate","footnote_small_type","SGP_NAIS2_2023"
23,1,790,6,"spin-offs for the broader sector ecosystem.","footnote_small_type","SGP_NAIS2_2023"
